FACULTAD	DEPARTAMENTO	PERIODO	CURSO	SECCION	MATRICULADOS
Ciencias	Ingenieria Ambiental	2025-II	Mecanica de Fluidos e Hidraulica	4490	32
Ciencias	Ingenieria Ambiental	2025-II	Microbiologia Ambiental	4500	36
Ciencias	Ingenieria Ambiental	2025-II	Monitoreo y Control de la Contaminacion Atmosferica	4510	15
Ciencias	Ingenieria Ambiental	2025-II	Planificacion Ambiental	4520	5
Ciencias	Ingenieria Ambiental	2025-II	Planificacion Ambiental	4530	26
Ciencias	Ingenieria Ambiental	2025-II	Procesos Industriales	4540	34
Ciencias	Ingenieria Ambiental	2025-II	Procesos Industriales	4550	31
Ciencias	Ingenieria Ambiental	2025-II	Seminario en Ingenieria Ambiental I	4561	19
Ciencias	Ingenieria Ambiental	2025-II	Seminario en Ingenieria Ambiental II	4571	5
Ciencias	Ingenieria Ambiental	2025-II	Seminario en Ingenieria Ambiental II	Q791	5
Ciencias	Ingenieria Ambiental	2025-II	Seminario en Ingenieria Ambiental II	Q801	5
Ciencias	Ingenieria Ambiental	2025-II	Seminario en Ingenieria Ambiental II	Q811	5
Ciencias	Ingenieria Ambiental	2025-II	Seminario en Ingenieria Ambiental II	Q821	5
Ciencias	Ingenieria Ambiental	2025-II	Sistemas de Gestion Ambiental	4580	23
Ciencias	Ingenieria Ambiental	2025-II	Tratamiento y Abastecimiento de Agua	4590	28
Ciencias	Matematica	2025-II	Algebra Matricial	5210	59
Ciencias	Matematica	2025-II	Analisis Matematico I	0140	42
Ciencias	Matematica	2025-II	Analisis Matematico I	0150	40
Ciencias	Matematica	2025-II	Analisis Matematico I	0160	42
Ciencias	Matematica	2025-II	Analisis Matematico I	0170	43
Ciencias	Matematica	2025-II	Analisis Matematico I	0180	42
Ciencias	Matematica	2025-II	Analisis Matematico I	0190	42
