FACULTAD	DEPARTAMENTO	PERIODO	CURSO	SECCION	MATRICULADOS
Ingenieria Agricola	Recursos Hidricos	2025-II	Control de la Erosion	A420	25
Ingenieria Agricola	Recursos Hidricos	2025-II	Diseño de Presas	A430	17
Ingenieria Agricola	Recursos Hidricos	2025-II	Edafologia y Agrotecnia	A440	35
Ingenieria Agricola	Recursos Hidricos	2025-II	Edafologia y Agrotecnia	A450	21
Ingenieria Agricola	Recursos Hidricos	2025-II	Estructuras Hidraulicas I	A460	23
Ingenieria Agricola	Recursos Hidricos	2025-II	Estructuras Hidraulicas I	A470	15
Ingenieria Agricola	Recursos Hidricos	2025-II	Estructuras Hidraulicas II	A480	19
Ingenieria Agricola	Recursos Hidricos	2025-II	Fundamentos de la Ingenieria Ambiental	A490	29
Ingenieria Agricola	Recursos Hidricos	2025-II	Fundamentos de la Ingenieria Ambiental	A500	14
Ingenieria Agricola	Recursos Hidricos	2025-II	Geomatica	A510	5
Ingenieria Agricola	Recursos Hidricos	2025-II	Geomatica	A520	4
Ingenieria Agricola	Recursos Hidricos	2025-II	Geomatica	A530	27
Ingenieria Agricola	Recursos Hidricos	2025-II	Gestion Integrada de Recursos Hidricos	A540	11
Ingenieria Agricola	Recursos Hidricos	2025-II	Gestion Integrada de Recursos Hidricos	A550	28
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidraulica	A560	22
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidraulica	A570	8
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidraulica Fluvial	A590	25
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidrogeologia	A600	15
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidrogeologia	A610	18
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidrologia	A620	14
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidrologia	A630	13
Ingenieria Agricola	Recursos Hidricos	2025-II	Hidrologia y Drenaje Urbano y Vial	A640	6
Ingenieria Agricola	Recursos Hidricos	2025-II	Ingenieria de Drenaje	A650	7
Ingenieria Agricola	Recursos Hidricos	2025-II	Ingenieria de Riegos I	A660	26
Ingenieria Agricola	Recursos Hidricos	2025-II	Ingenieria de Riegos I	A670	23
Ingenieria Agricola	Recursos Hidricos	2025-II	Ingenieria de Riegos II	A680	19
Ingenieria Agricola	Recursos Hidricos	2025-II	Ingenieria de Riegos II	A690	10
Ingenieria Agricola	Recursos Hidricos	2025-II	Manejo y Gestion de Cuencas	A700	8
Ingenieria Agricola	Recursos Hidricos	2025-II	Mecanica de Fluidos	A710	22
Ingenieria Agricola	Recursos Hidricos	2025-II	Mecanica de Fluidos	A720	1
Ingenieria Agricola	Recursos Hidricos	2025-II	Metodos Numericos en Ingenieria	A740	9
Ingenieria Agricola	Recursos Hidricos	2025-II	Metodos Numericos en Ingenieria	A750	14
Ingenieria Agricola	Recursos Hidricos	2025-II	Modelos Hidraulicos	A760	10
Ingenieria Agricola	Recursos Hidricos	2025-II	Salinidad y Recuperacion de Tierras	A770	3
Ingenieria Agricola	Recursos Hidricos	2025-II	Seminario de Tesis II	A781	2
Ingenieria Agricola	Recursos Hidricos	2025-II	Seminario de Tesis II	A791	15
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A800	13
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A810	18
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A820	21
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A830	14
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A840	19
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A850	15
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A860	18
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia I	A870	8
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia y Geodesia I	A880	15
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia y Geodesia I	A890	13
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia y Geodesia II	A900	20
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia y Geodesia II	A910	15
Ingenieria Agricola	Recursos Hidricos	2025-II	Topografia y Geodesia III	A920	12
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Artes Plasticas y Creatividad	C911	22
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Artes Plasticas y Creatividad	C921	18
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Banda Unalm	C931	39
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Banda Unalm	C941	36
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Capoeira	C951	9
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Capoeira	C961	20
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Capoeira	M971	14
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Danza de Costa	C971	21
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Danzas Folcloricas	C981	40
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Danzas Folcloricas	C991	40
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Danzas Folcloricas	M941	37
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Dibujo y Pintura	D001	24
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Dibujo y Pintura	D011	17
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Fotografia	D021	19
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Fotografia	D031	23
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Guitarra	D041	22
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Guitarra	D051	24
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Marinera Norteña	D061	17
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Marinera Norteña	M921	18
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Musica y Canto Coral	D071	21
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Oratoria	D081	25
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Teatro	D091	27
Oficina de Bienestar Estudiantil	Actividades Culturales	2025-II	Teatro	M951	28
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Aerobicos	D101	25
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Aerobicos	D111	26
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Aikido	D121	12
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Aikido	D131	11
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Ajedrez	D141	22
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Ajedrez	D151	23
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Basquet	D161	29
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Beisbol	D171	26
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Ciclismo	D181	24
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Ciclismo	D191	38
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Futbol	D201	33
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Futsal Femenino	D211	23
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Handball	D221	23
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Handball	D231	29
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Judo	D241	20
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Karate	D251	15
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Karate	D261	23
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Taekwondo	D271	24
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Taekwondo	D281	31
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Tenis de Mesa	D291	14
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Tenis de Mesa	D301	15
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Tiro con Arco	D311	29
Oficina de Bienestar Estudiantil	Educacion Fisica y Deportes	2025-II	Voley	D321	27
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Acuicultura I	B730	22
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Acuicultura II	B740	15
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Acuicultura II	B750	6
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Conservacion de Productos Hidrobiologicos	B760	11
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Construcciones Pesqueras	B770	26
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Cultivo de Especies Amazonicas	B780	4
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Cultivo de Especies de Aguas Frias	B790	4
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Cultivos Marinos	B820	14
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Elementos de Maquinarias Pesqueras	B830	9
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Fundamentos de Termodinamica	B840	17
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Ingenieria de Procesos Pesqueros	B850	11
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Microbiologia Pesquera	B860	12
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Nutricion y Alimentacion de Organismos Acuaticos	B870	17
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Operaciones Unitarias Pesqueras I	B880	17
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Operaciones Unitarias Pesqueras II	B890	16
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Procesamiento de Aceite y Harina de Pescado	B900	20
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Procesamiento de Enlatado de Recursos Hidrobiologicos	B910	19
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Procesamiento de Productos Curados	B920	18
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Quimica de Recursos Hidrobiologicos	B940	23
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Refrigeracion en la Industria Pesquera	B950	12
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Refrigeracion y Congelacion de Recursos Hidrobiologicos	B960	14
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Reproduccion y Genetica de Organismos Acuaticos	B970	27
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	B981	2
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	C001	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	C011	4
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	C021	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	C031	2
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	C041	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	C051	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	O371	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	P791	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Seminario II	Q111	1
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Sistema de Calidad en Pesqueria	C060	25
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Surimi y sus Productos Derivados	C070	8
Pesqueria	Acuicultura e Industrias Pesqueras	2025-II	Tecnologias para el Procesamiento Recursos Hidrobiologicos	C080	5
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Comercializacion de Productos Hidrobiologicos	C090	11
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Comercializacion de Productos Hidrobiologicos	C100	7
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Contaminacion de Ambientes Acuaticos	C110	21
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Ecologia Acuatica	C120	6
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Economia Pesquera	C130	8
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Embarcaciones Pesqueras I	C140	17
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Embarcaciones Pesqueras II	P120	14
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Estudio de Impacto Ambiental en Ambientes Acuaticos	P540	3
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Evaluacion Acustica Pesquera	C150	4
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Evaluacion de Recursos Hidrobiologicos	C160	15
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Evaluacion de Recursos Hidrobiologicos	C170	5
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Evaluacion y Manejo de Recursos Bentonicos	C180	1
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Instrumentacion Pesquera	C200	13
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Limnologia	C210	15
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Materiales, Metodos y Artes de Pesca	C220	19
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Navegacion y Seguridad a Bordo	C230	4
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Navegacion y Seguridad a Bordo	C240	9
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Oceanografia General	C250	5
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Parasitologia de Peces y Moluscos	C270	9
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Pesca Maritima y Continental	C280	17
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Realidad y Perspectivas de la Pesqueria en el Peru	0741	36
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Recursos Hidrobiologicos	C300	40
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Recursos Hidrobiologicos	C310	23
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Sanidad Acuicola	C320	18
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Seminario I	C331	2
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Seminario I	C341	7
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Seminario I	C351	6
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Seminario I	C361	4
Pesqueria	Manejo Pesquero y Medio Ambiente	2025-II	Seminario I	P871	12
Zootecnia	Nutricion	2025-II	Alimentacion de no Rumiantes	A930	17
Zootecnia	Nutricion	2025-II	Alimentacion de no Rumiantes	A940	10
Zootecnia	Nutricion	2025-II	Alimentacion de Rumiantes	A950	24
Zootecnia	Nutricion	2025-II	Alimentos Funcionales en Nutricion Animal y Humana	A960	24
Zootecnia	Nutricion	2025-II	Anatomia de los Animales de Granja	A970	57
Zootecnia	Nutricion	2025-II	Bases de Cirugia Experimental	A980	13
Zootecnia	Nutricion	2025-II	Bioquimica para la Ciencia Animal	A990	28
Zootecnia	Nutricion	2025-II	Conceptos y Retos Actuales de la Seguridad Alimentaria Mundial	B000	7
Zootecnia	Nutricion	2025-II	Enfermedades Infecciosas	B010	25
Zootecnia	Nutricion	2025-II	Enfermedades Parasitarias	B020	23
Zootecnia	Nutricion	2025-II	Etologia, Bienestar y Bioetica Animal	B030	21
Zootecnia	Nutricion	2025-II	Farmacologia	B040	20
Zootecnia	Nutricion	2025-II	Fisiologia de los Animales de Granja	B050	30
Zootecnia	Nutricion	2025-II	Microbiologia para la Ciencia Animal	B060	29
Zootecnia	Nutricion	2025-II	Nutricion Animal	B070	11
Zootecnia	Nutricion	2025-II	Nutricion Animal	B080	11
Zootecnia	Nutricion	2025-II	Nutricion II	B100	10
Zootecnia	Nutricion	2025-II	Nutricion Molecular	B110	24
Zootecnia	Nutricion	2025-II	Nutricion y Alimentacion de Animales al Pastoreo	B120	15
Zootecnia	Nutricion	2025-II	Nutricion y Alimentacion de Animales al Pastoreo	B130	22
Zootecnia	Nutricion	2025-II	Nutricion y Alimentacion de Monogastricos	B140	1
Zootecnia	Nutricion	2025-II	Nutricion y Alimentacion de Vacunos	P080	4
Zootecnia	Nutricion	2025-II	Nutricion y Bienestar de los Animales Domesticos	B090	23
Zootecnia	Nutricion	2025-II	Nutricion, Ambiente y Manejo de Residuos Pecuarios	B150	10
Zootecnia	Nutricion	2025-II	Patologia Animal	B160	28
Zootecnia	Nutricion	2025-II	Tecnologia de Alimentos Balanceados	B170	2
Zootecnia	Nutricion	2025-II	Tecnologia de Alimentos Balanceados	B180	3
Zootecnia	Produccion Animal	2025-II	Administracion Ganadera	B190	22
Zootecnia	Produccion Animal	2025-II	Diseño de Instalaciones Pecuarias	B201	27
Zootecnia	Produccion Animal	2025-II	Ecologia y Manejo de Forrajes Tropicales en Ganaderia	B210	11
Zootecnia	Produccion Animal	2025-II	Empresariado y Planeamiento en Ganaderia	B220	16
Zootecnia	Produccion Animal	2025-II	Evaluacion del Impacto Ambiental en Ganaderia	B230	19
Zootecnia	Produccion Animal	2025-II	Evaluacion del Impacto Ambiental en Ganaderia	B240	19
Zootecnia	Produccion Animal	2025-II	Extension Pecuaria y Desarrollo Rural	B250	35
Zootecnia	Produccion Animal	2025-II	Formulacion y Evaluacion de Proyectos Agropecuarios	B270	20
Zootecnia	Produccion Animal	2025-II	Ganaderia de Precision	B280	4
Zootecnia	Produccion Animal	2025-II	Ganaderia Organica	M690	13
Zootecnia	Produccion Animal	2025-II	Genetica Animal	B290	22
Zootecnia	Produccion Animal	2025-II	Genetica Molecular en la Ciencia Animal	B300	14
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Camelidos Sudamericanos	B310	10
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Caprinos	B320	10
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Cuyes	B330	23
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Equinos	B340	17
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Ovinos	B350	14
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Pavos, Patos y Codornices	B360	20
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Pollos de Carne y Gallinas Ponedoras	B370	12
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Porcinos	B380	13
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Vacunos de Carne y Doble Proposito	B390	14
Zootecnia	Produccion Animal	2025-II	Gestion de la Produccion de Vacunos de Leche	B400	10
Zootecnia	Produccion Animal	2025-II	Ingenieria de Procesos en Sistemas de Produccion Animal	B410	26
Zootecnia	Produccion Animal	2025-II	Inseminacion Artificial	B420	41
Zootecnia	Produccion Animal	2025-II	Introduccion a la Ciencia Animal	0730	70
Zootecnia	Produccion Animal	2025-II	Manejo y Aprovechamiento de Animales Silvestres	B430	18
Zootecnia	Produccion Animal	2025-II	Mejoramiento Genetico del Ganado I	B440	3
Zootecnia	Produccion Animal	2025-II	Mejoramiento Genetico del Ganado I	B450	18
Zootecnia	Produccion Animal	2025-II	Mejoramiento Genetico del Ganado II	B460	30
Zootecnia	Produccion Animal	2025-II	Metodos Estadisticos Aplicados a la Ciencia Animal	B470	17
Zootecnia	Produccion Animal	2025-II	Metodos Matematicos para la Ingenieria en Ciencia Animal	B480	25
Zootecnia	Produccion Animal	2025-II	Politicas Publicas y Normatividad	B490	25
Zootecnia	Produccion Animal	2025-II	Practicas de Ganaderia	B501	15
Zootecnia	Produccion Animal	2025-II	Practicas de Ganaderia	B511	12
Zootecnia	Produccion Animal	2025-II	Produccion y Manejo de Pastos y Forrajes	B530	20
Zootecnia	Produccion Animal	2025-II	Produccion y Manejo de Pastos y Forrajes	B540	13
Zootecnia	Produccion Animal	2025-II	Reproduccion Animal	B550	14
Zootecnia	Produccion Animal	2025-II	Reproduccion Animal	B560	5
Zootecnia	Produccion Animal	2025-II	Seminario en Zootecnia I	B571	4
Zootecnia	Produccion Animal	2025-II	Seminario en Zootecnia I	B581	15
Zootecnia	Produccion Animal	2025-II	Seminario en Zootecnia I	B591	16
Zootecnia	Produccion Animal	2025-II	Seminario en Zootecnia II	B601	13
Zootecnia	Produccion Animal	2025-II	Seminario en Zootecnia II	B611	20
Zootecnia	Produccion Animal	2025-II	Sistemas Agrosilvopastoriles	B620	9
Zootecnia	Produccion Animal	2025-II	Tecnologia de Embriones en Bovinos	B630	6
Zootecnia	Produccion Animal	2025-II	Tecnologia e Industrializacion de Fibras y Pieles	B640	12
Zootecnia	Produccion Animal	2025-II	Tecnologia e Industrializacion de Leche y Carne	B650	18
Zootecnia	Produccion Animal	2025-II	Ultrasonografia y Laparoscopia Reproductiva	B660	5
Zootecnia	Produccion Animal	2025-II	Utilizacion de Pastizales en la Produccion Animal	B670	32
Zootecnia	Produccion Animal	2025-II	Zootecnia General	B680	29
Zootecnia	Produccion Animal	2025-II	Zootecnia General	B690	33
Zootecnia	Produccion Animal	2025-II	Zootecnia General	B700	29
Zootecnia	Produccion Animal	2025-II	Zootecnia General	B710	20
Zootecnia	Produccion Animal	2025-II	Zootecnia General	B720	32
