SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|SEXO|EDAD|ANIO_EMISION|MES_EMISION|ESTADO_TRAMITE|CANTIDAD|FECHA_PROCESO
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1482|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|371|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|345|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|63|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|302|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|75|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|295|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|48|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|273|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|45|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|811|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|198|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|631|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|152|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|2331|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|484|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|2173|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|473|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|4089|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|839|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|3236|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|828|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|316|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|75|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|288|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|57|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|316|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|80|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|309|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|69|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1868|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|418|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1302|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|434|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1195|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|235|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|974|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|266|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|98|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|28|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|110|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|24|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|2898|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|640|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|2228|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|567|2026-08-05
PUNO|PUNO|PUNO|PUNO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|416|2026-08-05
PUNO|PUNO|PUNO|PUNO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|86|2026-08-05
PUNO|PUNO|PUNO|PUNO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|410|2026-08-05
PUNO|PUNO|PUNO|PUNO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|102|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1498|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|341|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1223|2026-08-05
PURUCHUCO|ATE|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|327|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|3144|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|679|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|2487|2026-08-05
SJMIRAFLORES|SAN JUAN DE MIRAFLORES|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|712|2026-08-05
SURCO|SURCO|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|6886|2026-08-05
SURCO|SURCO|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|1708|2026-08-05
SURCO|SURCO|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|5398|2026-08-05
SURCO|SURCO|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|1728|2026-08-05
TACNA|TACNA|TACNA|TACNA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|684|2026-08-05
TACNA|TACNA|TACNA|TACNA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|131|2026-08-05
TACNA|TACNA|TACNA|TACNA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|653|2026-08-05
TACNA|TACNA|TACNA|TACNA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|125|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|519|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|116|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|457|2026-08-05
TARAPOTO|TARAPOTO|SAN MARTIN|SAN MARTIN|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|100|2026-08-05
TRUJILLO|TRUJILLO|TRUJILLO|LA LIBERTAD|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1449|2026-08-05
TRUJILLO|TRUJILLO|TRUJILLO|LA LIBERTAD|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|293|2026-08-05
TRUJILLO|TRUJILLO|TRUJILLO|LA LIBERTAD|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|1166|2026-08-05
TRUJILLO|TRUJILLO|TRUJILLO|LA LIBERTAD|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|277|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|160|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|35|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|156|2026-08-05
TUMBES|TUMBES|TUMBES|TUMBES|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|42|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|876|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|199|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|MAYO|EMITIDO|826|2026-08-05
VENTANILLA|VENTANILLA|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|MAYO|EMITIDO|205|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|402|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|58|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|544|2026-08-05
A.I.J.CH.|CALLAO|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|56|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1230|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|220|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1038|2026-08-05
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|210|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|524|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|88|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|427|2026-08-05
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|106|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|723|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|151|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|612|2026-08-05
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|123|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|808|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|144|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|683|2026-08-05
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|150|2026-08-05
LIMA|LIMA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1011|2026-08-05
LIMA|LIMA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|155|2026-08-05
LIMA|LIMA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|814|2026-08-05
LIMA|LIMA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|162|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|599|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|142|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|513|2026-08-05
LIMA - MIGRACENTRO VILLA MARÍA|VILLA MARIA DEL TRIUNFO|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|101|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|2350|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|495|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1765|2026-08-05
MAC AREQUIPA PORONGOCHE|PAUCARPATA|AREQUIPA|AREQUIPA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|459|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|233|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|74|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|224|2026-08-05
MAC CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|53|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|198|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|40|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|181|2026-08-05
MAC HUANUCO|HUANUCO|HUANUCO|HUANUCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|45|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|747|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|161|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|631|2026-08-05
MAC ICA|SAN ANDRES|PISCO|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|162|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1096|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|224|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1058|2026-08-05
MAC LIMA ESTE|SANTA ANITA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|231|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|3840|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|731|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|3269|2026-08-05
MAC LIMA NORTE|COMAS|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|808|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|234|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|40|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|203|2026-08-05
MAC LORETO|PUNCHANA|MAYNAS|LORETO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|39|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|239|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|56|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|222|2026-08-05
MAC UCAYALI|YARINACOCHA|CORONEL PORTILLO|UCAYALI|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|50|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1727|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|389|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|1289|2026-08-05
MIGRACENTRO REAL PLAZA PRIMAVERA|SAN BORJA|LIMA|LIMA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|382|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|734|2026-08-05
PIURA|PIURA|PIURA|PIURA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|136|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|686|2026-08-05
PIURA|PIURA|PIURA|PIURA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|161|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|80|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|15|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|79|2026-08-05
PTO MALDON.|TAMBOPATA|TAMBOPATA|MADRE DE DIOS|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|5|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|2827|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|614|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|2025|JUNIO|EMITIDO|2202|2026-08-05
PUERTO CALLAO|CALLAO|CALLAO|CALLAO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|2025|JUNIO|EMITIDO|622|2026-08-05
